X,Y,Elevation,Slope Angle,Geography,Rainfall,Rainfall Pattern,Soil Type,Livelihood,Industrial Activity,Pitmine Radius,Pitmine Depth,Risk
0,76,51.22556267,-0.958614629,cliff,1338.124695,uniform,rocky,low,medium,324.0748756,37.12419128,0.458237891
0,77,53.808206,-0.954904545,cliff,1158.137387,irregular,sand,high,high,291.8984195,21.67762156,0.427949016
0,78,56.13491145,-0.942770193,valley,1277.034977,irregular,rocky,high,low,383.9291398,63.10955897,0.381093313
0,79,58.10769447,-0.91967136,cliff,1131.458237,seasonal,loam,medium,medium,126.4935271,74.49340185,0.321676741
0,80,59.6510799,-0.884075961,valley,1400.119642,seasonal,sand,low,medium,134.9102195,73.9685138,0.254654307
0,81,60.71297406,-0.835352696,cliff,736.4830778,uniform,clay,low,medium,475.1017319,50.97058232,0.187131372
0,82,61.26500202,-0.773663908,hill,1091.006397,irregular,rocky,high,high,427.9365824,64.69874114,0.132572245
0,83,61.30230989,-0.699858638,cliff,1288.971803,uniform,rocky,low,medium,418.3341753,35.20891517,0.116726936
0,84,60.8428322,-0.615365893,valley,1360.108574,uniform,sand,medium,medium,267.3982403,70.62153611,0.148154917
0,85,59.9260244,-0.522088104,valley,1647.885787,uniform,clay,high,low,305.4956405,23.94279899,0.198664597
0,86,58.61106043,-0.422294796,plain,1082.6926,uniform,clay,high,medium,331.2040988,19.17321618,0.24822395
0,87,56.97449536,-0.318516457,hill,1643.844529,uniform,loam,medium,low,182.2886228,43.61557192,0.288385933
0,88,55.10739314,-0.213438606,cliff,1002.292852,irregular,sand,low,low,182.6208446,80.50967459,0.314962144
0,89,53.11191946,-0.109796071,plain,1598.593923,seasonal,loam,medium,medium,130.9441003,33.66144017,0.3255857
0,90,51.09739959,-0.010267464,cliff,1445.240138,uniform,sand,high,low,302.0870404,27.88374742,0.319054167
0,91,49.17584147,0.082630145,cliff,925.9624261,irregular,sand,high,high,123.5822821,91.51181107,0.295182925
0,92,47.45692375,0.166646339,plain,1292.111771,uniform,sand,medium,high,140.515519,61.22531263,0.254854082
0,93,46.04244896,0.239902279,plain,1184.629249,irregular,clay,high,high,456.1399092,27.58980071,0.200258421
0,94,45.02026183,0.300995411,plain,1387.675378,seasonal,loam,low,low,286.6824858,26.82524589,0.135805587
0,95,44.45763256,0.349103983,plain,1133.018523,seasonal,loam,high,high,328.5812793,20.60682006,0.073863923
0,96,44.39410533,0.384091354,plain,1107.826132,irregular,rocky,medium,high,110.4328783,21.14741193,0.067116772
0,97,44.83381179,0.406610097,cliff,1610.728375,uniform,loam,medium,low,142.7285704,82.25228716,0.125571157
0,98,45.73724967,0.418205908,plain,1170.383732,seasonal,rocky,high,medium,94.20490919,82.27476125,0.18801613
0,99,47.01252648,0.421421307,hill,1447.926697,uniform,rocky,medium,low,172.1820034,95.82614656,0.233853053
0,100,48.50606833,0.419899137,valley,1132.394554,uniform,clay,medium,low,446.6972299,36.76723003,0.251203466
0,101,50.00328389,0.417224524,plain,1699.998978,irregular,rocky,low,medium,449.8923267,61.59426967,0.23572631
0,102,51.30134238,0.412927299,plain,996.4996112,uniform,sand,high,high,353.1152814,58.34349084,0.193562824
0,103,52.25839583,0.405753616,cliff,1015.756941,irregular,sand,low,high,444.0582317,19.19366235,0.135644625
0,104,52.78755305,0.394821731,plain,1657.355154,irregular,clay,medium,low,135.9237211,57.19065949,0.077805123
0,105,52.84894713,0.379588509,plain,1066.516083,irregular,sand,medium,high,116.5967965,29.07473766,0.065373428
0,106,52.44222532,0.359815632,plain,1680.322292,seasonal,sand,low,low,394.4765352,31.91159107,0.115083673
0,107,51.59946147,0.3355355,cliff,1467.552174,uniform,loam,high,low,495.3420639,83.89834661,0.174633484
0,108,50.37849087,0.307016822,plain,1153.605088,irregular,clay,medium,high,372.9402067,36.85743992,0.227018627
0,109,48.8566676,0.27472991,valley,656.0119584,irregular,sand,medium,low,66.6620399,80.14845916,0.266993853
0,110,47.12504433,0.239311663,cliff,1194.204509,uniform,clay,medium,high,132.7437522,15.68926283,0.292024415
0,111,45.28297461,0.201530248,valley,1230.489016,seasonal,clay,high,medium,161.3772561,58.72935297,0.300876113
0,112,43.43313764,0.162249473,cliff,1550.16532,irregular,sand,low,low,240.2404688,68.17171332,0.293247708
0,113,41.67698546,0.122392858,plain,1676.534153,irregular,sand,low,high,149.4247664,80.89333194,0.269611678
0,114,40.1106127,0.082907402,valley,994.5038463,irregular,rocky,high,medium,77.28297585,78.80593106,0.231112412
0,115,38.82104868,0.04472704,cliff,1440.354529,irregular,clay,medium,low,166.2475098,33.3949443,0.179485757
0,116,37.88297211,0.008735798,hill,1429.620647,uniform,clay,medium,medium,207.9387061,68.09550347,0.11699741
0,117,37.35584818,-0.024269356,plain,1522.023811,irregular,sand,high,low,177.6247429,26.24861324,0.046516662
0,118,37.28148816,-0.053615966,cliff,1349.606974,seasonal,rocky,medium,high,62.51201929,24.36551019,0.025247939
0,119,37.68203141,-0.078793851,hill,617.2506927,uniform,loam,low,medium,467.4258218,27.52424293,0.102379364
0,120,38.55834996,-0.099493171,cliff,1153.37327,seasonal,sand,low,medium,293.6255991,28.66227988,0.178370407
0,121,39.8888755,-0.115642794,hill,853.2877275,uniform,rocky,medium,medium,431.8473273,23.8136733,0.248976676
0,122,41.62884882,-0.127448972,plain,1139.218268,uniform,clay,high,high,56.94430836,39.83296675,0.310343047
0,123,43.70999178,-0.135434325,valley,1494.001271,uniform,clay,high,low,408.6822101,74.11767994,0.358628401
0,124,46.04060171,-0.140477123,hill,1291.545251,seasonal,sand,medium,high,366.9998746,80.66675291,0.390050249
0,125,48.50606833,-0.143850879,cliff,1544.42726,seasonal,rocky,medium,medium,489.6941857,41.16199553,0.406931551
0,126,51.04306502,-0.148952123,plain,1302.526176,irregular,sand,medium,medium,101.6010441,75.45070557,0.43218448
0,127,53.81725222,-0.165226832,hill,810.5022181,seasonal,clay,high,medium,339.1932198,79.37462335,0.480349787
0,128,56.94233266,-0.201190838,cliff,500,irregular,rocky,high,high,59.53273811,44.83916841,0.538448826
0,129,60.42398297,-0.262706497,cliff,1244.642629,uniform,rocky,high,medium,210.6452872,99.53456443,0.591157963
0,130,64.18682492,-0.353250824,cliff,1135.82206,irregular,clay,medium,low,336.0922745,59.73071253,0.627444972
0,131,68.0987848,-0.474181208,hill,906.9162782,seasonal,clay,high,low,469.4390856,73.09759753,0.64021546
0,132,71.99284111,-0.624998725,hill,689.8118251,uniform,loam,high,high,87.30855607,19.05070033,0.626005796
0,133,75.68616032,-0.803609018,hill,979.577036,uniform,loam,low,low,270.1626238,60.78723174,0.584804282
0,134,78.99662094,-1.006580783,valley,1141.652555,irregular,clay,medium,high,157.2726212,75.95141438,0.520187722
0,135,81.75672576,-1.229401824,hill,1399.763347,irregular,rocky,low,high,147.3080203,57.85748732,0.440261733
0,136,83.82490226,-1.466732704,hill,1256.589324,seasonal,clay,high,medium,359.737813,86.35797742,0.360537894
0,137,85.0941913,-1.712657977,hill,1682.420174,uniform,sand,low,high,62.27154896,16.65025065,0.308922215
0,138,85.49832395,-1.960935007,valley,889.3187832,irregular,clay,low,medium,334.2940818,89.85324611,0.31795297
0,139,85.01518653,-2.205240375,hill,1464.317668,uniform,rocky,medium,low,123.0703189,79.3538355,0.38767994
0,140,83.6676739,-2.439413867,cliff,1214.189623,seasonal,loam,low,low,56.63550117,10.31966354,0.487870581
0,141,81.52193091,-2.657700049,hill,1408.400737,uniform,clay,medium,medium,294.6722096,17.37596318,0.593079532
0,142,78.68298208,-2.854987435,cliff,1069.045541,irregular,loam,low,medium,100.5767427,19.50289282,0.688505585
0,143,75.28774945,-3.027045227,cliff,1521.504112,seasonal,sand,low,low,302.6683117,46.89615619,0.76566619
0,144,71.49545868,-3.170757653,cliff,1288.567428,seasonal,rocky,high,high,176.2167179,22.32358581,0.820022406
0,145,67.47543335,-3.284355885,valley,996.1665045,uniform,loam,medium,medium,175.4684148,13.66722628,0.850199624
0,146,63.39227739,-3.367647543,valley,1196.392791,irregular,sand,high,medium,412.4170464,84.14776747,0.857825074
0,147,59.38844583,-3.422243788,valley,1128.133242,uniform,rocky,high,medium,370.3138222,29.34048697,0.847515122
0,148,55.56420368,-3.451783993,hill,1346.753505,uniform,rocky,medium,high,422.4785459,64.32636423,0.826775483
0,149,51.95497303,-3.46215801,cliff,846.0669752,uniform,loam,medium,high,241.2491567,63.01097039,0.815152972
1,0,47.5845389,-0.955813448,valley,1191.194489,irregular,loam,medium,medium,100.5569497,82.29286024,0.47919584
1,1,44.79663238,-0.945587383,valley,1318.592176,uniform,loam,medium,low,393.5811013,58.70123374,0.471543432
1,2,42.10064733,-0.93956337,hill,1209.906992,uniform,rocky,high,high,440.2252158,97.5027097,0.449971695
1,3,39.58820608,-0.941053201,valley,1604.082373,seasonal,rocky,low,medium,314.558685,57.75772281,0.41536575
1,4,37.34572321,-0.95245494,hill,1432.206832,seasonal,rocky,low,high,149.1877048,70.62560456,0.369728983
1,5,35.44976982,-0.975319115,plain,1197.755761,seasonal,loam,medium,low,395.056945,91.57145574,0.316478477
1,6,33.96324111,-1.010418169,valley,1265.006729,irregular,loam,high,high,69.90334415,74.81386413,0.261161924
1,7,32.93232742,-1.057819171,plain,1288.699665,uniform,sand,medium,low,204.7356539,75.64188876,0.213051405
1,8,32.38428869,-1.116959796,hill,1320.989881,uniform,clay,low,high,225.8648566,15.21834219,0.186461124
1,9,32.32603221,-1.186727552,cliff,652.3026013,seasonal,sand,high,medium,199.1966591,17.58995791,0.193473449
1,10,32.74349389,-1.265542283,valley,1109.542111,uniform,clay,medium,medium,475.1768311,34.71722556,0.228960882
1,11,33.60182282,-1.351441925,hill,754.6682795,irregular,sand,medium,medium,424.5096677,60.65186743,0.277220048
1,12,34.84636931,-1.442171524,cliff,1583.484284,uniform,loam,medium,low,288.6806824,89.60055973,0.326054037
1,13,36.40447626,-1.535275516,cliff,1181.745144,seasonal,rocky,medium,low,470.8156252,17.88457103,0.368289634
1,14,38.18807395,-1.628193269,plain,1141.997715,irregular,clay,medium,high,120.2281985,22.78556554,0.399785806
1,15,40.09707827,-1.718357885,hill,1469.0392,uniform,rocky,medium,medium,93.38170465,57.59278864,0.418318404
1,16,42.02359223,-1.803298266,cliff,1326.697439,uniform,clay,low,high,223.1072751,22.42748091,0.423225561
1,17,43.85691103,-1.880744436,valley,861.4096457,uniform,rocky,high,low,495.9115352,52.19041822,0.415433799
1,18,45.48933036,-1.948736127,valley,1178.728391,irregular,sand,high,medium,456.6648219,91.3025232,0.397680599
1,19,46.8227582,-2.005734629,plain,1099.449908,uniform,rocky,low,high,149.8600589,77.21476099,0.374774701
1,20,47.77612997,-2.050737895,cliff,676.6401334,seasonal,clay,high,high,468.5054443,77.19621824,0.353491319
1,21,48.29362713,-2.083398916,hill,992.91713,seasonal,loam,medium,high,333.999264,47.54408367,0.341175241
1,22,48.3536991,-2.104147345,valley,1144.937903,seasonal,clay,high,high,189.1222343,70.72772089,0.342271991
1,23,47.97888861,-2.114314395,cliff,1165.514721,seasonal,rocky,low,low,417.7709898,76.31676476,0.354631716
1,24,47.24646046,-2.116260989,cliff,755.3305729,irregular,sand,low,low,435.5200847,11.81773303,0.369532661
1,25,46.29983368,-2.113509175,plain,1545.499675,seasonal,clay,medium,high,50.2273273,83.29250034,0.375829488
1,26,45.35623919,-2.107223038,valley,1169.369082,seasonal,sand,medium,low,110.6154583,90.27812672,0.367469592
1,27,44.64369294,-2.086191699,valley,1211.265923,seasonal,loam,high,medium,387.23458,20.91246561,0.348761702
1,28,44.31888012,-2.039125923,hill,1320.192492,irregular,sand,medium,medium,325.4503603,85.68292192,0.330983365
1,29,44.46865728,-1.95819869,valley,963.5771238,irregular,sand,high,high,167.6018609,42.24207217,0.324101015
1,30,45.12175421,-1.838707599,hill,1336.906792,uniform,clay,high,medium,173.5892125,38.62372245,0.331667683
1,31,46.25968502,-1.678738498,valley,1089.877606,seasonal,sand,medium,medium,99.9772344,64.45013732,0.34976263
1,32,47.82686829,-1.478830358,plain,931.0243378,uniform,sand,high,high,242.2954443,83.09653711,0.370667579
1,33,49.73995649,-1.241641358,valley,1372.034248,irregular,sand,high,low,77.61702869,45.71265225,0.38702825
1,34,51.89637447,-0.971616218,hill,1647.502158,uniform,rocky,high,high,357.6621783,66.96571426,0.393669515
1,35,54.18206714,-0.674654753,hill,1417.448812,irregular,sand,high,high,160.4148975,84.58095941,0.387786876
1,36,56.47845637,-0.357781665,plain,1476.89327,uniform,sand,low,low,446.522881,80.55999952,0.368702025
1,37,58.66860692,-0.028817557,valley,1043.810818,seasonal,sand,low,low,92.72374911,34.86201596,0.337733061
1,38,60.6426017,0.303948813,valley,720.7140812,irregular,clay,low,low,361.4171691,73.54121142,0.298437215
1,39,62.30212603,0.632087055,plain,1647.041257,irregular,clay,high,medium,441.771622,67.38048359,0.257500554
1,40,63.56426115,0.94735043,valley,1816.354467,irregular,sand,medium,low,366.8304547,72.174356,0.226191834
1,41,64.36448691,1.241999915,valley,1662.842032,seasonal,sand,low,medium,466.7885746,48.19525548,0.219152302
1,42,64.65889354,1.509127021,hill,1099.264218,seasonal,rocky,high,low,197.8487279,11.83152558,0.244043513
1,43,64.42560263,1.742975397,valley,853.6096984,irregular,sand,low,high,110.8410406,40.68339656,0.293591172
1,44,63.6653973,1.939261191,valley,880.2951907,irregular,loam,low,low,207.3125785,76.39363602,0.354934657
1,45,62.40156146,2.095492182,plain,694.8802297,seasonal,sand,low,high,318.2680873,79.71557744,0.418009691
1,46,60.67892829,2.211285688,plain,1167.786414,seasonal,clay,low,high,475.5959076,88.29910133,0.476108097
1,47,58.56213785,2.288685236,cliff,1681.703387,seasonal,clay,high,low,182.986416,30.77739807,0.524721631
1,48,56.13310386,2.332476003,hill,1157.50121,seasonal,sand,low,medium,358.4286648,68.624272,0.560848162
1,49,53.48768966,2.350499026,valley,1290.69687,seasonal,clay,high,medium,95.26858559,28.10995545,0.582750059
1,50,50.73159326,2.353964186,valley,1612.679089,seasonal,rocky,medium,medium,170.6594336,25.34590956,0.593619459
1,51,47.91702462,2.352878227,cliff,1078.771406,uniform,clay,medium,high,121.8994886,73.05098155,0.609478204
1,52,44.90757243,2.341204549,valley,1810.659437,seasonal,loam,low,medium,265.3825131,25.643008,0.6390466
1,53,41.61752134,2.310720493,hill,1797.628322,seasonal,sand,medium,high,471.553551,12.90438889,0.673023984
1,54,38.05585388,2.255599653,cliff,1160.666598,irregular,clay,medium,low,461.8074785,64.56367647,0.700037305
1,55,34.30164509,2.172206411,hill,1026.739721,irregular,clay,high,medium,242.2076337,13.08077305,0.71120327
1,56,30.48189721,2.058886924,cliff,1409.171414,uniform,sand,high,low,435.9314651,58.30336057,0.700432232
1,57,26.75181452,1.91575654,cliff,1095.742517,seasonal,clay,low,low,244.164331,82.43790067,0.66445918
1,58,23.27751834,1.74448365,plain,853.0334349,irregular,loam,medium,high,234.0738359,13.97116985,0.602660186
1,59,20.22120219,1.548069987,hill,1584.371596,irregular,sand,medium,high,448.0264953,70.30222308,0.516792055
1,60,17.72872707,1.330627349,valley,1564.934216,uniform,clay,high,high,63.76523963,16.55306074,0.410814999
1,61,15.9196569,1.09715077,valley,1246.653481,seasonal,rocky,low,high,446.321629,66.04536648,0.291244972
1,62,14.87973406,0.853288121,hill,821.1405739,irregular,rocky,medium,medium,425.6044474,88.39155947,0.170832199
1,63,14.65579519,0.605106153,valley,831.1421246,seasonal,sand,medium,high,140.4122959,48.65257693,0.100740212
1,64,15.25312696,0.358852975,valley,1232.168787,uniform,clay,low,low,232.8626835,44.01541323,0.169355722
1,65,16.63526218,0.120716968,hill,1050.03869,uniform,rocky,high,medium,433.1114241,84.02567018,0.281873361
1,66,18.72621587,-0.103417861,cliff,1097.67212,seasonal,loam,high,medium,301.1290338,66.48053614,0.388420744
1,67,21.41516162,-0.308220089,hill,1506.588947,uniform,clay,high,medium,377.8049602,50.50444146,0.477182984
1,68,24.56354801,-0.489162651,cliff,1419.953795,irregular,loam,medium,medium,120.273104,66.61201202,0.542753672
1,69,28.0146552,-0.642778176,valley,1613.442804,uniform,rocky,medium,high,263.2571552,37.10909467,0.582563508
1,70,31.60559169,-0.766917884,valley,902.813033,uniform,sand,high,medium,280.0050286,92.08721794,0.59654276
1,71,35.18173115,-0.861014049,valley,1097.042529,seasonal,loam,high,medium,92.69252466,10.57713899,0.587310191
1,72,38.61358951,-0.926346025,plain,1427.694509,irregular,rocky,medium,medium,196.2087172,34.15890037,0.560468828
1,73,41.81614206,-0.966309826,cliff,1334.423502,seasonal,sand,high,high,380.2948742,85.44877642,0.524890965
1,74,44.77058083,-0.986691287,plain,1659.714115,seasonal,clay,medium,high,126.5200286,27.90444098,0.492944835
1,75,47.54851199,-0.995942765,plain,1326.161012,seasonal,rocky,high,medium,329.6371536,31.1346858,0.475251037
1,76,50.26694804,-1.002152758,hill,1754.432731,uniform,rocky,high,medium,83.71539782,60.55206464,0.460910538
1,77,52.85330145,-1.002765095,plain,1362.005341,uniform,clay,medium,low,84.81155088,70.8475633,0.432048087
1,78,55.19214126,-0.99350177,hill,1518.650234,seasonal,clay,low,medium,362.6107989,13.76450894,0.387117622
1,79,57.18802311,-0.971405046,hill,1102.945516,uniform,clay,high,low,496.6692332,84.5453822,0.329893551
1,80,58.76700394,-0.934706852,plain,1204.286164,uniform,sand,low,low,213.6210249,61.14910683,0.265026545
1,81,59.87762136,-0.882698952,cliff,1473.283321,seasonal,sand,low,medium,327.0736682,14.2928579,0.198977145
1,82,60.49133811,-0.815603862,cliff,1683.893451,irregular,clay,high,high,328.6324363,58.50939235,0.143140946
1,83,60.60245125,-0.734446543,cliff,1418.771085,irregular,sand,high,high,129.0396513,24.74363838,0.119213663
1,84,60.2274663,-0.640926835,cliff,1175.048468,uniform,rocky,low,medium,473.2011615,22.68910177,0.140677613
1,85,59.40393629,-0.537292673,cliff,1613.200509,irregular,sand,low,low,287.4830333,60.50307357,0.185629838
1,86,58.18876563,-0.426214046,plain,542.4064031,irregular,rocky,high,high,225.8712788,73.57258299,0.232452596
1,87,56.6559789,-0.310657724,plain,773.3296495,uniform,rocky,medium,high,110.6429547,35.73902109,0.271357724
1,88,54.89395454,-0.193762747,valley,1404.490267,irregular,sand,high,low,303.0462198,91.81028221,0.297646331
1,89,53.00212339,-0.078716669,cliff,1204.232507,uniform,clay,medium,high,456.1446898,47.90369151,0.308745757
1,90,51.08713213,0.031367431,plain,1381.654095,seasonal,loam,low,low,279.6496873,42.91780116,0.303356735
1,91,49.25847162,0.133573185,valley,1219.322257,irregular,loam,low,medium,105.4831904,61.85586387,0.281250124
1,92,47.62357009,0.225302403,cliff,1371.283708,seasonal,sand,low,low,174.8872846,80.60054886,0.243321149
1,93,46.28235124,0.304395789,hill,955.6791537,seasonal,rocky,high,high,494.4266411,17.18844539,0.19191645
1,94,45.32125724,0.369252888,valley,1371.145826,uniform,loam,medium,medium,230.6055759,86.33773374,0.132109402
1,95,44.80673654,0.418951276,plain,1498.324358,irregular,rocky,high,medium,493.2975558,54.94973566,0.078823257
1,96,44.77819668,0.453364994,hill,1566.165181,irregular,rocky,low,high,295.5813462,56.92018435,0.079363924
